,X1,DistrictNCES,FIPS,NAME,NMCBSA,CBSA,CSA,COUNTY,STATE,ST_ABBR,ses_EP_POV,ses_EP_UNEMP,ses_EP_PCI,ses_EP_NOHSDP,ses_EP_UNINSUR,ms_EP_MINRTY,ms_EP_LIMENG,hh_EP_AGE17,hh_EP_DISABL,hh_EP_SNGPNT,hh_EP_MUNIT,hh_EP_MOBILE,hh_EP_CROWD,hh_EP_NOVEH,hh_EP_GROUPQ,hh_EP_PLUMB,pm_EP_AGE65,hc_icu_capita,hc_hosp_beds_capita,hc_pqi,hc_emer_services_capita,hc_epi_capita,hc_health_labs_capita,hc_spend_capita,hc_PHEP_capita,hr_incarcerated_per_100k,hr_all_care_residents_per_100k,hr_high_risk_employees_per_100k,pd_population_density,V3_THEME1,V3_THEME2,V3_THEME3,V3_THEME4,V3_THEME5,V3_THEME6,V3_THEME7,V3_CCVI,SchoolYear,DistrictID,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment,OpenDate,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,LastVerifiedDate,school_inperson,total,status_county
41,83,100750,1027,Clay County,N,N,N,Clay,ALABAMA,AL,18.4,6.4,23147,24.5,10.2,19.7,0.4,21.1,15.3,9.7,0.4,20.9,0.9,4.2,1.9,3.984153087,19.8,29.83516074,380.5011128,5043,2.051498353,30,0.020394907,14560,1.8466,1293.167888,1009.11945,15032.14232,22.15044559,0.799426934,0.424705508,0.372811207,0.906399236,0.64915632,0.99872652,0.306590258,0.780961477,2020-2021,899919,Clay County Board of Education,Public,Ashland,AL,2143,2020-08-25,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/6/2020,1,1,1
42,84,100780,1029,Cleburne County,N,N,N,Cleburne,ALABAMA,AL,18.5,7.5,21989,22.6,12.8,7.4,0.7,23,22.6,5.5,0.4,30.3,0.9,4,1.1,2.617485607,18.8,0,0,6109,2.051498353,30,0.020394907,14560,1.8466,830.0977373,0,2329.629134,26.67003515,0.88475008,0.341929322,0.306590258,0.833174148,0.956383317,0.218083413,0.35466412,0.611907036,2020-2021,899920,Cleburne County Schools,Public,Heflin,AL,3100,2020-08-13,Hybrid,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/25/2021,1,1,1
43,85,100810,1031,Coffee County,"Enterprise, AL",21460,N,Coffee,ALABAMA,AL,15.1,5.9,27577,13.8,10.1,29.4,1.4,23.7,17.7,9.7,0.9,13.6,1.4,6,1.2,1.77819373,16.3,13.70587199,252.3647152,5014,2.051498353,30,0.020394907,14560,1.8466,639.525815,647.3249103,8565.356419,75.5361871,0.64915632,0.725883477,0.489652977,0.602037568,0.835721108,0.848455906,0.650429799,0.871696912,2020-2021,899895,Coffee County School District,Public,Elba,AL,2065,2020-08-10,Hybrid,Yes,Yes,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/12/2021,1,3,1
44,86,100840,1033,Colbert County,"Florence-Muscle Shoals, AL",22520,N,Colbert,ALABAMA,AL,16.3,5.9,24918,15.6,8.1,21.3,0.3,21.3,18.7,8.2,2.2,9.3,0.4,6.1,0.8,3.723277365,19.3,40.41517406,655.1991769,6401,2.051498353,30,0.020394907,14560,1.8466,667.9511882,506.4684833,8057.619965,91.93671616,0.568608723,0.397007323,0.333970073,0.748487743,0.581661891,0.774275708,0.697866921,0.677172875,2020-2021,899922,Colbert County Schools,Public,Tuscumbia,AL,2935,2020-09-08,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/25/2021,1,3,1
45,87,100870,1035,Conecuh County,N,N,N,Conecuh,ALABAMA,AL,22.2,11.5,17542,19.2,14.5,49.9,0,21.2,22.8,10.8,0.5,28.7,1.1,6.8,0.4,13.07335784,21.6,0,459.6972339,11044,2.051498353,30,0.020394907,14560,1.8466,647.2750519,399.5525012,3028.607959,14.71889597,0.919452404,0.439668895,0.682585164,0.993632601,0.895256288,0.388729704,0.231136581,0.806112703,2020-2021,899902,Conecuh County School District,Public,Evergreen,AL,2336,2020-08-20,Online Only,Yes,No,Yes,Yes,Required for all staff,Unknown,Yes,Yes,Never closed,Yes,10/9/2020,0,0,0
46,88,100900,1037,Coosa County,"Alexander City, AL",10760,388,Coosa,ALABAMA,AL,14,5.8,22963,20.4,7.8,34.7,0.4,17,22.6,5,0.2,30.7,0.9,4.4,3.6,9.525564256,21.8,0,0,5141,2.051498353,30,0.020394907,14560,1.8466,1133.118379,580.3777061,1759.557807,16.67664317,0.492836676,0.53135944,0.383954155,0.894301178,0.845272206,0.524036931,0.249920408,0.618592805,2020-2021,899983,Coosa County School District,Public,Rockford,AL,1100,2020-08-31,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed 6-14 days,No,9/29/2020,0,0,0
47,89,100930,1039,Covington County,N,N,N,Covington,ALABAMA,AL,18.3,8.7,23071,17.1,11.2,16.6,0.4,21.9,20.9,9,1.3,21.6,2.1,5.2,1.8,2.928971112,20.5,34.64911112,496.8383017,8958,2.051498353,30,0.020394907,14560,1.8466,1601.028085,570.2658563,3475.141228,36.24354046,0.838586437,0.394141993,0.724609997,0.9417383,0.730977396,0.809933142,0.436485196,0.891435848,2020-2021,899903,Covington County School District,Public,Andalusia,AL,3310,2020-08-17,Hybrid,Yes,No,Yes,Yes,Required for all staff,Not required,Yes,Yes,Never closed,Yes,10/15/2020,1,3,1
48,90,100960,1041,Crenshaw County,N,N,N,Crenshaw,ALABAMA,AL,15.7,5.8,23353,21.6,10,28.8,1.2,22.5,21.1,8.9,0.4,27.3,0.9,6.6,1.2,4.890010819,18.3,0,460.2421582,6763,2.051498353,30,0.020394907,14560,1.8466,692.3909124,952.0375045,8763.072485,22.77189268,0.652658389,0.697866921,0.634192932,0.932823941,0.876472461,0.958930277,0.315186246,0.931550462,2020-2021,899907,Crenshaw County School District,Public,Luverne,AL,2225,2020-08-24,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,1/12/2021,0,0,0
49,91,100990,1043,Cullman City,"Cullman, AL",18980,142,Cullman,ALABAMA,AL,15.8,5.5,22980,18.2,11.8,7.9,0.6,22.6,17.6,6.7,2.5,22.9,1.8,4.2,1.5,1.665593527,18,14.68734318,172.0190289,6443,2.051498353,30,0.020394907,14560,1.8466,804.2472028,828.5447013,7520.075808,112.0239616,0.631645973,0.330149634,0.435530086,0.619229545,0.921680993,0.951607768,0.744348933,0.826806749,2020-2021,899978,Cullman City School District,Public,Cullman,AL,3180,2020-08-19,Hybrid,Yes,Pending,Pending,Pending,Required for all staff,Unknown,Yes,Yes,Never closed,Yes,1/27/2021,1,1,1
50,93,101050,1045,Dale County,"Ozark, AL",37120,222,Dale,ALABAMA,AL,18.4,8.8,23837,14.2,11.4,31,1,23.4,21.3,8.2,1.2,18.2,1.7,5.5,2.6,2.322606842,16.1,12.14747029,176.3598534,5217,2.051498353,30,0.020394907,14560,1.8466,499.441681,466.9576693,3370.216222,87.78282808,0.814708691,0.677172875,0.715377268,0.655842089,0.905762496,0.392550143,0.687679083,0.88443171,2020-2021,899901,Dale County School District,Public,Ozark,AL,3205,2020-08-14,Hybrid,Yes,Unknown,Pending,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/14/2020,1,3,1
51,94,101080,1045,Daleville City,"Ozark, AL",37120,222,Dale,ALABAMA,AL,18.4,8.8,23837,14.2,11.4,31,1,23.4,21.3,8.2,1.2,18.2,1.7,5.5,2.6,2.322606842,16.1,12.14747029,176.3598534,5217,2.051498353,30,0.020394907,14560,1.8466,499.441681,466.9576693,3370.216222,87.78282808,0.814708691,0.677172875,0.715377268,0.655842089,0.905762496,0.392550143,0.687679083,0.88443171,2020-2021,899894,Daleville City School District,Public,Daleville,AL,1106,2020-08-28,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,1/14/2021,1,3,1
52,95,101110,1047,Dallas County,"Selma, AL",42820,388,Dallas,ALABAMA,AL,31.1,11.8,18910,19.3,12,72.5,0.1,24.4,17.8,13.8,1.5,20.5,3.1,13.5,1.5,2.895400834,16.8,44.16635996,405.1301046,6850,2.051498353,30,0.020394907,14560,1.8466,961.802693,741.9620775,3742.286842,40.8986055,0.934097421,0.534543139,0.966252786,0.872970392,0.785737026,0.847819166,0.47341611,0.979305954,2020-2021,899879,Dallas County School District,Public,Selma,AL,3743,2020-09-09,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,10/19/2020,1,1,1
53,96,101140,1049,DeKalb County,"Fort Payne, AL",22840,497,DeKalb,ALABAMA,AL,22.1,4.5,21004,25.9,14.5,19.3,3.5,24.6,15.5,9.4,1.1,23.9,2.9,5.3,1.3,2.599719101,16.3,16.85535298,185.9148676,5855,2.051498353,30,0.020394907,14560,1.8466,574.4382022,623.5955056,6304.775281,91.62288679,0.771092009,0.76249602,0.734479465,0.455269023,0.924864693,0.755810252,0.696911812,0.934415791,2020-2021,899932,DeKalb County School System,Public,Rainsville,AL,9483,2020-08-10,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,No,1/29/2021,1,2,1
54,97,101170,1103,Decatur City,"Decatur, AL",19460,290,Morgan,ALABAMA,AL,15.3,5.2,25907,16.7,10.2,24,2.1,23,16.8,9.1,5.2,11.1,2.4,5.3,1.6,1.15931566,16.7,28.53378316,227.6213981,6004,2.051498353,30,0.020394907,14560,1.8466,995.6179379,634.6434748,10403.61982,205.599118,0.609041706,0.750397962,0.651066539,0.663801337,0.852913085,0.946195479,0.829035339,0.970391595,2020-2021,899943,Decatur City Schools,Public,Decatur,AL,9052,2020-08-12,Online Only,Yes,Yes,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,12/30/2020,0,2,1
55,98,101200,1091,Demopolis City,N,N,N,Marengo,ALABAMA,AL,21.8,9.7,23056,16.2,9.6,55,0.1,22.9,25,7,1.4,24.6,0.7,10.4,1.2,4.452861091,18.9,25.3254318,488.7682054,5319,2.051498353,30,0.020394907,14560,1.8466,696.0794349,849.6263691,4626.88095,20.00015956,0.851321235,0.495702006,0.699777141,0.915313594,0.672397326,0.864374403,0.284622732,0.866602993,2020-2021,899882,Demopolis City School District,Public,Demopolis,AL,2330,2020-08-20,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,10/1/2020,1,3,1
56,99,101230,1069,Dothan City,"Dothan, AL",20020,222,Houston,ALABAMA,AL,18.3,7,25990,14.3,10.4,33.1,0.6,23.4,17.8,10.4,5.1,13.7,1.2,6.2,0.9,2.012419503,16.9,63.39570446,701.020437,4927,2.051498353,30,0.020394907,14560,1.8466,1309.989267,583.6016559,5369.326894,179.9578678,0.781598217,0.594078319,0.671760586,0.809933142,0.604902897,0.901305317,0.814071952,0.951926138,2020-2021,899891,Dothan City Schools,Public,Dothan,AL,10312,2020-09-08,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Yes,12/30/2020,0,1,1
57,100,101260,1031,Elba City,"Enterprise, AL",21460,N,Coffee,ALABAMA,AL,15.1,5.9,27577,13.8,10.1,29.4,1.4,23.7,17.7,9.7,0.9,13.6,1.4,6,1.2,1.77819373,16.3,13.70587199,252.3647152,5014,2.051498353,30,0.020394907,14560,1.8466,639.525815,647.3249103,8565.356419,75.5361871,0.64915632,0.725883477,0.489652977,0.602037568,0.835721108,0.848455906,0.650429799,0.871696912,2020-2021,899896,Elba City Schools,Public,Elba,AL,820,2020-08-10,On Premises,Yes,Yes,Yes,No,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,10/1/2020,1,3,1
58,101,101290,1051,Elmore County,"Montgomery, AL",33860,388,Elmore,ALABAMA,AL,12.3,6.2,27475,13.6,8.2,26.8,0.7,22.5,17.9,9.2,2.6,15.1,1.4,4.7,5.4,0.791754913,14.5,6.173677907,165.3645209,6237,2.051498353,30,0.020394907,14560,1.8466,730.187657,300.4482096,2965.079052,131.3161812,0.508755174,0.581025151,0.579751671,0.7055078,0.964024196,0.361986628,0.76536135,0.784145177,2020-2021,899914,Elmore County Public Schools,Public,Wetumpka,AL,11793,2020-10-08,Online Only,Yes,Yes,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Yes,12/14/2020,0,1,1
59,102,101320,1031,Enterprise City,"Enterprise, AL",21460,N,Coffee,ALABAMA,AL,15.1,5.9,27577,13.8,10.1,29.4,1.4,23.7,17.7,9.7,0.9,13.6,1.4,6,1.2,1.77819373,16.3,13.70587199,252.3647152,5014,2.051498353,30,0.020394907,14560,1.8466,639.525815,647.3249103,8565.356419,75.5361871,0.64915632,0.725883477,0.489652977,0.602037568,0.835721108,0.848455906,0.650429799,0.871696912,2020-2021,899897,Enterprise City School District,Public,Enterprise,AL,7036,2020-08-06,Hybrid,Unknown,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,12/11/2020,1,3,1
60,103,101350,1053,Escambia County,"Atmore, AL",12120,426,Escambia,ALABAMA,AL,24,13.5,18161,18.5,15.5,39.8,0.5,22.3,18.8,8.5,1,17.5,2,4.9,7.6,3.396913845,17.3,37.21325855,369.8976269,7083,2.051498353,30,0.020394907,14560,1.8466,1245.713673,294.684955,4650.664381,39.49124579,0.944285259,0.602674308,0.76504298,0.872015282,0.904807386,0.70423432,0.464501751,0.964342566,2020-2021,899872,Escambia County School District,Public,Brewton,AL,4931,2020-09-08,Hybrid,Unknown,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Pending,Yes,12/30/2020,1,2,1
61,104,101380,1055,Etowah County,"Gadsden, AL",23460,N,Etowah,ALABAMA,AL,17.3,6.5,24065,15.5,10.4,21.9,1.2,21.6,19.6,8.9,3.1,11,1.2,6.3,1.3,0.995735338,18.3,54.29934453,651.6397821,7278,2.051498353,30,0.020394907,14560,1.8466,1364.886,834.474786,6157.044463,192.3081158,0.700095511,0.639605221,0.417701369,0.7669532,0.678127985,0.981852913,0.82266794,0.920725883,2020-2021,899927,Etowah County School District,Public,Gadsden,AL,9434,2020-08-17,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,10/7/2020,1,1,1
62,105,101410,1005,Eufaula City,"Eufaula, AL-GA",21640,N,Barbour,ALABAMA,AL,28.9,9.5,18461,27,11.2,53.9,1.6,21.1,22.2,12.8,1.3,29.2,3.4,9.2,11.2,2.21472345,18,19.0832411,278.3524544,5685,2.051498353,30,0.020394907,14560,1.8466,1012.334187,612.830657,3944.61252,29.13214955,0.936644381,0.855778415,0.984081503,0.751671442,0.88506845,0.808022923,0.375994906,0.990130532,2020-2021,899938,Eufaula City Schools,Public,Eufaula,AL,5635,2020-08-20,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,10/19/2020,1,1,1
63,106,101440,1073,Fairfield City,"Birmingham-Hoover, AL",13820,142,Jefferson,ALABAMA,AL,17,7.3,30657,10.3,9.5,49.9,1.2,23,15.5,10.4,13.8,2.9,1.5,7.7,2.4,1.60405036,15,71.4220726,687.4810817,4669,2.051498353,30,0.020394907,14560,1.8466,788.0077346,676.4743322,3967.922024,593.7584838,0.758038841,0.809933142,0.720152818,0.560967845,0.624960204,0.771728749,0.929640242,0.951289398,2020-2021,899979,Fairfield City Board of Education,Public,Fairfield,AL,1940,2020-08-24,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,11/2/2020,1,8,1
64,107,101470,1057,Fayette County,N,N,N,Fayette,ALABAMA,AL,20,7,21862,17.6,8.8,15.3,0,21.5,25.7,7.3,2.1,22.3,1.1,7,2,1.193849864,20.5,72.04178423,361.5457563,6184,2.051498353,30,0.020394907,14560,1.8466,795.8999096,771.7817305,4287.006331,26.42255505,0.692773002,0.221585482,0.571792423,0.885705189,0.628462273,0.852594715,0.35179879,0.709964979,2020-2021,899972,Fayette County School District,Public,Fayette,AL,2455,2020-08-20,On Premises,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,11/4/2020,1,1,1
65,108,101530,1077,Florence City,"Florence-Muscle Shoals, AL",22520,N,Lauderdale,ALABAMA,AL,15.2,5.3,27189,12.6,9.1,15.2,0.6,20,14.7,7.6,5.3,9.1,1.2,7,2.4,2.91731922,19.3,51.84145156,383.8771593,5464,2.051498353,30,0.020394907,14560,1.8466,671.8150888,713.938543,3649.619269,138.5976306,0.52944922,0.446354664,0.474371219,0.607449857,0.598535498,0.70837313,0.775867558,0.690226043,2020-2021,899947,Florence City School District,Public,Florence,AL,4590,2020-08-20,Hybrid,Unknown,Yes,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,8/19/2020,1,2,1
66,109,101560,1049,Fort Payne City,"Fort Payne, AL",22840,497,DeKalb,ALABAMA,AL,22.1,4.5,21004,25.9,14.5,19.3,3.5,24.6,15.5,9.4,1.1,23.9,2.9,5.3,1.3,2.599719101,16.3,16.85535298,185.9148676,5855,2.051498353,30,0.020394907,14560,1.8466,574.4382022,623.5955056,6304.775281,91.62288679,0.771092009,0.76249602,0.734479465,0.455269023,0.924864693,0.755810252,0.696911812,0.934415791,2020-2021,899933,Fort Payne City School District,Public,Fort Payne,AL,3195,2020-08-12,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1/14/2021,1,2,1
67,110,101590,1059,Franklin County,N,N,N,Franklin,ALABAMA,AL,20.2,6.1,19776,23.2,12.8,22.9,5.1,24.7,15.5,8.7,3.4,17.4,3.3,5.1,0.8,4.035888656,16.2,22.21728505,392.5386258,8160,2.051498353,30,0.020394907,14560,1.8466,608.7121933,732.3568575,5915.921628,49.75720446,0.798471824,0.818529131,0.773320599,0.552371856,0.906399236,0.82489653,0.537090099,0.957975167,2020-2021,899951,Franklin County School District,Public,Russellville,AL,3925,2020-08-20,Hybrid,Unknown,No,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Closed 6-14 days,Yes,10/7/2020,1,2,1
68,111,101620,1055,Gadsden City,"Gadsden, AL",23460,N,Etowah,ALABAMA,AL,17.3,6.5,24065,15.5,10.4,21.9,1.2,21.6,19.6,8.9,3.1,11,1.2,6.3,1.3,0.995735338,18.3,54.29934453,651.6397821,7278,2.051498353,30,0.020394907,14560,1.8466,1364.886,834.474786,6157.044463,192.3081158,0.700095511,0.639605221,0.417701369,0.7669532,0.678127985,0.981852913,0.82266794,0.920725883,2020-2021,899936,Gadsden City Board of Education,Public,Gadsden,AL,5307,2020-08-17,Online Only,Yes,Yes,Unknown,Unknown,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,10/5/2020,0,1,1
69,112,101640,1061,Geneva City,"Dothan, AL",20020,222,Geneva,ALABAMA,AL,24,8.6,20471,20.9,13.7,16.1,0.6,22.1,21.5,9.4,0.3,28.4,1.9,5.5,0.9,2.955720811,19.4,22.58015957,307.5554897,6737,2.051498353,30,0.020394907,14560,1.8466,668.1514477,860.6696614,2212.072024,46.11298531,0.93823623,0.462591531,0.630054123,0.851957975,0.800700414,0.597898758,0.511620503,0.869149952,2020-2021,899898,Geneva City School District,Public,Geneva,AL,1307,2020-08-24,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,10/14/2020,1,2,1
70,113,101660,1061,Geneva County,"Dothan, AL",20020,222,Geneva,ALABAMA,AL,24,8.6,20471,20.9,13.7,16.1,0.6,22.1,21.5,9.4,0.3,28.4,1.9,5.5,0.9,2.955720811,19.4,22.58015957,307.5554897,6737,2.051498353,30,0.020394907,14560,1.8466,668.1514477,860.6696614,2212.072024,46.11298531,0.93823623,0.462591531,0.630054123,0.851957975,0.800700414,0.597898758,0.511620503,0.869149952,2020-2021,899899,Geneva County School District,Public,Geneva,AL,2746,2020-08-28,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Not required,Yes,Yes,Unknown,Unknown,1/13/2021,1,2,1
71,114,101680,1063,Greene County,"Tuscaloosa, AL",46220,N,Greene,ALABAMA,AL,38.7,15.8,14209,24.1,11.4,82.9,0,22.1,25.1,10,5.8,38.5,3.1,15,0.7,12.84120579,20.4,0,218.8183807,6133,2.051498353,30,0.020394907,14560,1.8466,534.061239,439.1170188,2053.168763,13.0227249,0.946195479,0.504297994,0.990767272,0.962750716,0.867876472,0.214262974,0.212989494,0.845590576,2020-2021,899967,Greene County School District,Public,Eutaw,AL,1742,2020-08-19,Online Only,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,10/23/2020,0,0,0
72,115,101690,1095,Guntersville City,"Albertville, AL",10700,N,Marshall,ALABAMA,AL,21.7,5.1,23833,19.1,13.1,18.8,4,24.9,15.5,9.2,1.6,14.8,2.6,4.8,1.1,0.939618477,16.8,21.11085309,157.7005162,6183,2.051498353,30,0.020394907,14560,1.8466,611.6979347,696.8311525,14229.85969,168.1468187,0.803565743,0.770773639,0.490608087,0.544094238,0.922317733,0.889843999,0.807067813,0.961158867,2020-2021,899934,Guntersville City Schools,Public,Guntersville,AL,1980,2020-08-25,Hybrid,Yes,No,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,9/15/2020,1,4,1
73,116,101710,1065,Hale County,"Tuscaloosa, AL",46220,N,Hale,ALABAMA,AL,26,11.9,20272,16.4,8.8,60.4,0.1,23.4,21.1,10.6,2.8,35.9,3.2,12.4,1.3,8.504063948,18.3,0,258.0218326,6153,2.051498353,30,0.020394907,14560,1.8466,470.2089071,436.6225566,1867.401088,23.117096,0.807704553,0.512257243,0.991085642,0.869786692,0.863737663,0.158548233,0.319325056,0.797516714,2020-2021,899883,Hale County School District,Public,Greensboro,AL,3119,2020-08-28,Hybrid,Yes,Unknown,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Closed 1-5 days,Yes,10/14/2020,1,1,1
74,117,101720,1133,Haleyville City,N,N,N,Winston,ALABAMA,AL,16.2,7.6,21799,21.9,12.3,6.1,0.5,20.9,25.2,7.3,1.9,27.4,1.1,7.1,1.6,5.512041885,21.1,16.68891856,243.1084923,12770,2.051498353,30,0.020394907,14560,1.8466,963.3507853,741.3612565,16092.1466,38.94913335,0.814390322,0.259153136,0.70582617,0.82617001,0.840815027,0.972620185,0.461636422,0.893346068,2020-2021,899939,Haleyville City Schools,Public,Haleyville,AL,1959,2020-08-20,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Not required,Unknown,Unknown,Unknown,Yes,1/21/2021,1,2,1
75,118,101730,1103,Hartselle City,"Decatur, AL",19460,290,Morgan,ALABAMA,AL,15.3,5.2,25907,16.7,10.2,24,2.1,23,16.8,9.1,5.2,11.1,2.4,5.3,1.6,1.15931566,16.7,28.53378316,227.6213981,6004,2.051498353,30,0.020394907,14560,1.8466,995.6179379,634.6434748,10403.61982,205.599118,0.609041706,0.750397962,0.651066539,0.663801337,0.852913085,0.946195479,0.829035339,0.970391595,2020-2021,899949,Hartselle City School District,Public,Hartselle,AL,3399,2020-08-10,Hybrid,Yes,Yes,Yes,Yes,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Yes,11/4/2020,1,2,1
76,119,101740,1067,Henry County,"Dothan, AL",20020,222,Henry,ALABAMA,AL,13.5,6.7,24069,19.8,11.4,31.1,0.3,20.9,18.7,7.1,0.8,25.9,0.8,5.5,1.8,5.518570427,21.6,0,0,4943,2.051498353,30,0.020394907,14560,1.8466,858.4442887,782.5274469,1570.894651,30.48330684,0.701368991,0.472461,0.449856734,0.972938555,0.849411016,0.554600446,0.388411334,0.76281439,2020-2021,899893,Henry County School District,Public,Abbeville,AL,2650,2020-09-08,Hybrid,Yes,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,1/13/2021,1,1,1
77,120,101760,1073,Homewood City,"Birmingham-Hoover, AL",13820,142,Jefferson,ALABAMA,AL,17,7.3,30657,10.3,9.5,49.9,1.2,23,15.5,10.4,13.8,2.9,1.5,7.7,2.4,1.60405036,15,71.4220726,687.4810817,4669,2.051498353,30,0.020394907,14560,1.8466,788.0077346,676.4743322,3967.922024,593.7584838,0.758038841,0.809933142,0.720152818,0.560967845,0.624960204,0.771728749,0.929640242,0.951289398,2020-2021,899963,Homewood City Schools,Public,Homewood,AL,3990,2020-08-19,On Premises,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Pending,Yes,1/15/2021,1,8,1
78,121,101770,1069,Houston County,"Dothan, AL",20020,222,Houston,ALABAMA,AL,18.3,7,25990,14.3,10.4,33.1,0.6,23.4,17.8,10.4,5.1,13.7,1.2,6.2,0.9,2.012419503,16.9,63.39570446,701.020437,4927,2.051498353,30,0.020394907,14560,1.8466,1309.989267,583.6016559,5369.326894,179.9578678,0.781598217,0.594078319,0.671760586,0.809933142,0.604902897,0.901305317,0.814071952,0.951926138,2020-2021,899892,Houston County School District,Public,Dothan,AL,7020,2020-09-08,Hybrid,Unknown,Yes,Unknown,Unknown,Required for all staff,Not required,Yes,Unknown,Closed indefinitely,Yes,10/28/2020,1,1,1
